food_category,food_name,per_100_ml_or_gm,cal_per_100_ml_or_gms,kj_per_100_ml_or_gms,per_serving,cal_per_serving,kj_per_serving,per_ounces,cal_per_ounces,kj_per_ounces
Beef & Veal,Jarret de veau,100g,177 cal,743 kJ,1 part (223 g),395 cal,1657 kJ,1 once (28 g),50 cal,208 kJ
Beef & Veal,Épaule de veau,100g,183 cal,769 kJ,1 part (283 g),518 cal,2176 kJ,1 once (28 g),51 cal,215 kJ
Beef & Veal,Contre-filet de veau,100g,204 cal,857 kJ,1 part (183 g),373 cal,1568 kJ,1 once (28 g),57 cal,240 kJ
Beef & Veal,Filet de veau,100g,217 cal,911 kJ,1 part (229 g),497 cal,2086 kJ,1 once (28 g),61 cal,255 kJ
Beer,Ale,100ml,35 cal,147 kJ,1 canette/bouteille (354 ml),124 cal,520 kJ,1 once (30 ml),11 cal,44 kJ
Beer,Altbier,100ml,43 cal,181 kJ,1 canette/bouteille (354 ml),152 cal,641 kJ,1 once (30 ml),13 cal,54 kJ
Beer,Bass,100ml,45 cal,189 kJ,1 canette/bouteille (354 ml),159 cal,669 kJ,1 once (30 ml),14 cal,57 kJ
Beer,Beck’s,100ml,39 cal,164 kJ,1 canette/bouteille (354 ml),138 cal,581 kJ,1 once (30 ml),12 cal,49 kJ
Beer,Beer,100ml,43 cal,181 kJ,1 canette/bouteille (354 ml),152 cal,641 kJ,1 once (30 ml),13 cal,54 kJ
Beer,Blue Moon,100ml,48 cal,202 kJ,1 canette/bouteille (354 ml),170 cal,715 kJ,1 once (30 ml),14 cal,61 kJ
Beer,Bock Beer,100ml,50 cal,210 kJ,1 canette/bouteille (354 ml),177 cal,743 kJ,1 once (30 ml),15 cal,63 kJ
Beer,Buckler (N.A.),100ml,21 cal,88 kJ,1 canette/bouteille (354 ml),74 cal,312 kJ,1 once (30 ml),6 cal,26 kJ
Beer,Bud Ice,100ml,35 cal,147 kJ,1 canette/bouteille (354 ml),124 cal,520 kJ,1 once (30 ml),11 cal,44 kJ
Beer,Bud Light,100ml,29 cal,122 kJ,1 canette/bouteille (354 ml),103 cal,432 kJ,1 once (30 ml),9 cal,37 kJ
Beer,Bud Light Chelada,100ml,43 cal,181 kJ,1 canette/bouteille (354 ml),152 cal,641 kJ,1 once (30 ml),13 cal,54 kJ
Beer,Bud Light Lime,100ml,34 cal,143 kJ,1 canette/bouteille (354 ml),120 cal,506 kJ,1 once (30 ml),10 cal,43 kJ
Beer,Bud Select,100ml,28 cal,118 kJ,1 canette/bouteille (354 ml),99 cal,418 kJ,1 once (30 ml),8 cal,35 kJ
Beer,Bud Select 55,100ml,15 cal,63 kJ,1 canette/bouteille (354 ml),53 cal,223 kJ,1 once (30 ml),5 cal,19 kJ
Beer,Budweiser,100ml,41 cal,172 kJ,1 canette/bouteille (354 ml),145 cal,609 kJ,1 once (30 ml),12 cal,52 kJ
Beer,Budweiser Chelada,100ml,52 cal,218 kJ,1 canette/bouteille (354 ml),184 cal,772 kJ,1 once (30 ml),16 cal,65 kJ
Beer,Busch,100ml,37 cal,155 kJ,1 canette/bouteille (354 ml),131 cal,549 kJ,1 once (30 ml),11 cal,47 kJ
Beer,Busch Light,100ml,27 cal,113 kJ,1 canette/bouteille (354 ml),96 cal,400 kJ,1 once (30 ml),8 cal,34 kJ
Beer,Busch N.A.,100ml,17 cal,71 kJ,1 canette/bouteille (354 ml),60 cal,251 kJ,1 once (30 ml),5 cal,21 kJ
Beer,Carlsberg,100ml,32 cal,134 kJ,1 canette/bouteille (354 ml),113 cal,474 kJ,1 once (30 ml),10 cal,40 kJ
Beer,Clausthaler (N.A.),100ml,26 cal,109 kJ,1 canette/bouteille (354 ml),92 cal,386 kJ,1 once (30 ml),8 cal,33 kJ
Beer,Colt 45,100ml,44 cal,185 kJ,1 canette/bouteille (354 ml),156 cal,655 kJ,1 once (30 ml),13 cal,56 kJ
Beer,Coors,100ml,42 cal,176 kJ,1 canette/bouteille (354 ml),149 cal,623 kJ,1 once (30 ml),13 cal,53 kJ
Beer,Coors Light,100ml,29 cal,122 kJ,1 canette/bouteille (354 ml),103 cal,432 kJ,1 once (30 ml),9 cal,37 kJ
Beer,Coors N.A.,100ml,18 cal,76 kJ,1 canette/bouteille (354 ml),64 cal,269 kJ,1 once (30 ml),5 cal,23 kJ
Beer,Corona,100ml,42 cal,176 kJ,1 canette/bouteille (354 ml),149 cal,623 kJ,1 once (30 ml),13 cal,53 kJ
Beer,Dark Beer,100ml,46 cal,193 kJ,1 canette/bouteille (354 ml),163 cal,683 kJ,1 once (30 ml),14 cal,58 kJ
Beer,Genesee Cream Ale,100ml,46 cal,193 kJ,1 canette/bouteille (354 ml),163 cal,683 kJ,1 once (30 ml),14 cal,58 kJ
Beer,Ginger Beer,100ml,42 cal,176 kJ,1 canette/bouteille (354 ml),149 cal,623 kJ,1 once (30 ml),13 cal,53 kJ
Beer,Guinness,100ml,35 cal,147 kJ,1 pinte (568 ml),199 cal,835 kJ,1 once (30 ml),11 cal,44 kJ
Beer,Heineken,100ml,35 cal,147 kJ,1 canette/bouteille (354 ml),124 cal,520 kJ,1 once (30 ml),11 cal,44 kJ
Beer,Honey Brown,100ml,42 cal,176 kJ,1 canette/bouteille (354 ml),149 cal,623 kJ,1 once (30 ml),13 cal,53 kJ
Beer,Hurricane High Gravity,100ml,39 cal,164 kJ,1 canette/bouteille (354 ml),138 cal,581 kJ,1 once (30 ml),12 cal,49 kJ
Beer,IPA,100ml,51 cal,214 kJ,1 canette/bouteille (354 ml),181 cal,758 kJ,1 once (30 ml),15 cal,64 kJ
Beer,Keystone Ice,100ml,40 cal,168 kJ,1 canette/bouteille (354 ml),142 cal,595 kJ,1 once (30 ml),12 cal,50 kJ
Beer,Keystone Light,100ml,29 cal,122 kJ,1 canette/bouteille (354 ml),103 cal,432 kJ,1 once (30 ml),9 cal,37 kJ
Beer,Koelsch,100ml,43 cal,181 kJ,1 canette/bouteille (354 ml),152 cal,641 kJ,1 once (30 ml),13 cal,54 kJ
Beer,Labatt,100ml,43 cal,181 kJ,1 canette/bouteille (354 ml),152 cal,641 kJ,1 once (30 ml),13 cal,54 kJ
Beer,Lager Beer,100ml,43 cal,181 kJ,1 canette/bouteille (354 ml),152 cal,641 kJ,1 once (30 ml),13 cal,54 kJ
Beer,Land Shark,100ml,42 cal,176 kJ,1 canette/bouteille (354 ml),149 cal,623 kJ,1 once (30 ml),13 cal,53 kJ
Beer,Light Beer,100ml,29 cal,122 kJ,1 canette/bouteille (354 ml),103 cal,432 kJ,1 once (30 ml),9 cal,37 kJ
Beer,Lowenbrau,100ml,45 cal,189 kJ,1 canette/bouteille (354 ml),159 cal,669 kJ,1 once (30 ml),14 cal,57 kJ
Beer,Malt Beer,100ml,37 cal,155 kJ,1 canette/bouteille (354 ml),131 cal,549 kJ,1 once (30 ml),11 cal,47 kJ
Beer,Michelob Amber Bock,100ml,47 cal,197 kJ,1 canette/bouteille (354 ml),166 cal,697 kJ,1 once (30 ml),14 cal,59 kJ
Beer,Michelob Lager,100ml,44 cal,185 kJ,1 canette/bouteille (354 ml),156 cal,655 kJ,1 once (30 ml),13 cal,56 kJ
Beer,Michelob Light,100ml,32 cal,134 kJ,1 canette/bouteille (354 ml),113 cal,474 kJ,1 once (30 ml),10 cal,40 kJ
Beer,Michelob Ultra,100ml,27 cal,113 kJ,1 canette/bouteille (354 ml),96 cal,400 kJ,1 once (30 ml),8 cal,34 kJ
Beer,Michelob Ultra Amber,100ml,26 cal,109 kJ,1 canette/bouteille (354 ml),92 cal,386 kJ,1 once (30 ml),8 cal,33 kJ
Beer,Michelob Ultra Lime Cactus,100ml,27 cal,113 kJ,1 canette/bouteille (354 ml),96 cal,400 kJ,1 once (30 ml),8 cal,34 kJ
Beer,Miller Chill,100ml,31 cal,130 kJ,1 canette/bouteille (354 ml),110 cal,460 kJ,1 once (30 ml),9 cal,39 kJ
Beer,Miller Genuine Draft,100ml,40 cal,168 kJ,1 canette/bouteille (354 ml),142 cal,595 kJ,1 once (30 ml),12 cal,50 kJ
Beer,Miller High Life,100ml,40 cal,168 kJ,1 canette/bouteille (354 ml),142 cal,595 kJ,1 once (30 ml),12 cal,50 kJ
Beer,Miller High Life Light,100ml,31 cal,130 kJ,1 canette/bouteille (354 ml),110 cal,460 kJ,1 once (30 ml),9 cal,39 kJ
Beer,Miller Lite,100ml,27 cal,113 kJ,1 canette/bouteille (354 ml),96 cal,400 kJ,1 once (30 ml),8 cal,34 kJ
Beer,Milwaukee’s Best,100ml,36 cal,151 kJ,1 canette/bouteille (354 ml),127 cal,535 kJ,1 once (30 ml),11 cal,45 kJ
Beer,Milwaukee’s Best Light,100ml,28 cal,118 kJ,1 canette/bouteille (354 ml),99 cal,418 kJ,1 once (30 ml),8 cal,35 kJ
Beer,Molson,100ml,42 cal,176 kJ,1 canette/bouteille (354 ml),149 cal,623 kJ,1 once (30 ml),13 cal,53 kJ
Beer,Natural Ice,100ml,44 cal,185 kJ,1 canette/bouteille (354 ml),156 cal,655 kJ,1 once (30 ml),13 cal,56 kJ
Beer,Natural Light,100ml,27 cal,113 kJ,1 canette/bouteille (354 ml),96 cal,400 kJ,1 once (30 ml),8 cal,34 kJ
Beer,Newcastle,100ml,39 cal,164 kJ,1 canette/bouteille (354 ml),138 cal,581 kJ,1 once (30 ml),12 cal,49 kJ
Beer,Old Milwaukee,100ml,41 cal,172 kJ,1 canette/bouteille (354 ml),145 cal,609 kJ,1 once (30 ml),12 cal,52 kJ
Beer,Old Milwaukee N.A.,100ml,16 cal,67 kJ,1 canette/bouteille (354 ml),57 cal,237 kJ,1 once (30 ml),5 cal,20 kJ
Beer,Olde English,100ml,45 cal,189 kJ,1 canette/bouteille (354 ml),159 cal,669 kJ,1 once (30 ml),14 cal,57 kJ
Beer,O’Doul’s (N.A.),100ml,19 cal,80 kJ,1 canette/bouteille (354 ml),67 cal,283 kJ,1 once (30 ml),6 cal,24 kJ
Beer,Pabst Blue Ribbon,100ml,41 cal,172 kJ,1 canette/bouteille (354 ml),145 cal,609 kJ,1 once (30 ml),12 cal,52 kJ
Beer,Pale Ale,100ml,42 cal,176 kJ,1 canette/bouteille (354 ml),149 cal,623 kJ,1 once (30 ml),13 cal,53 kJ
Beer,Pilsner,100ml,43 cal,181 kJ,1 canette/bouteille (354 ml),152 cal,641 kJ,1 once (30 ml),13 cal,54 kJ
Beer,Porter,100ml,54 cal,227 kJ,1 canette/bouteille (354 ml),191 cal,804 kJ,1 once (30 ml),16 cal,68 kJ
Beer,Redbridge (Gluten-free),100ml,45 cal,189 kJ,1 canette/bouteille (354 ml),159 cal,669 kJ,1 once (30 ml),14 cal,57 kJ
Beer,Rolling Rock,100ml,37 cal,155 kJ,1 canette/bouteille (354 ml),131 cal,549 kJ,1 once (30 ml),11 cal,47 kJ
Beer,Rolling Rock Light,100ml,30 cal,126 kJ,1 canette/bouteille (354 ml),106 cal,446 kJ,1 once (30 ml),9 cal,38 kJ
Beer,Root Beer,100ml,41 cal,172 kJ,1 canette/bouteille (354 ml),145 cal,609 kJ,1 once (30 ml),12 cal,52 kJ
Beer,Samuel Adams,100ml,45 cal,189 kJ,1 canette/bouteille (354 ml),159 cal,669 kJ,1 once (30 ml),14 cal,57 kJ
Beer,Shock Top,100ml,47 cal,197 kJ,1 canette/bouteille (354 ml),166 cal,697 kJ,1 once (30 ml),14 cal,59 kJ
Beer,Shock Top Raspberry Wheat,100ml,50 cal,210 kJ,1 canette/bouteille (354 ml),177 cal,743 kJ,1 once (30 ml),15 cal,63 kJ
Beer,Sierra Nevada Strong,100ml,62 cal,260 kJ,1 canette/bouteille (354 ml),219 cal,920 kJ,1 once (30 ml),19 cal,78 kJ
Beer,Sparks,100ml,74 cal,311 kJ,1 canette/bouteille (354 ml),262 cal,1101 kJ,1 once (30 ml),22 cal,93 kJ
Beer,St. Pauli Girl,100ml,42 cal,176 kJ,1 canette/bouteille (354 ml),149 cal,623 kJ,1 once (30 ml),13 cal,53 kJ
Beer,Steel Reserve,100ml,63 cal,265 kJ,1 canette/bouteille (354 ml),223 cal,938 kJ,1 once (30 ml),19 cal,80 kJ
Beer,Stout,100ml,51 cal,214 kJ,1 canette/bouteille (354 ml),181 cal,758 kJ,1 once (30 ml),15 cal,64 kJ
Beer,Stout Beer,100ml,51 cal,214 kJ,1 canette/bouteille (354 ml),181 cal,758 kJ,1 once (30 ml),15 cal,64 kJ
Beer,Strong Beer,100ml,55 cal,231 kJ,1 canette/bouteille (354 ml),195 cal,818 kJ,1 once (30 ml),17 cal,69 kJ
Beer,Tilt,100ml,64 cal,269 kJ,1 canette/bouteille (354 ml),227 cal,952 kJ,1 once (30 ml),19 cal,81 kJ
Beer,Wheat Beer,100ml,45 cal,189 kJ,1 canette/bouteille (354 ml),159 cal,669 kJ,1 once (30 ml),14 cal,57 kJ
Cakes & Pies,Gâteau des anges,100g,258 cal,1084 kJ,1 part (28 g),72 cal,304 kJ,1 once (28 g),72 cal,304 kJ
Cakes & Pies,Gâteau aux pommes,100g,252 cal,1058 kJ,1 portion (100 g),252 cal,1058 kJ,1 once (28 g),71 cal,296 kJ
Cakes & Pies,Tourtes aux pommes,100g,198 cal,832 kJ,1 portion (100 g),198 cal,832 kJ,1 once (28 g),55 cal,233 kJ
Cakes & Pies,Croustillant aux pommes,100g,156 cal,655 kJ,1 portion (100 g),156 cal,655 kJ,1 once (28 g),44 cal,183 kJ
Cakes & Pies,Crumble aux pommes,100g,156 cal,655 kJ,1 portion (100 g),156 cal,655 kJ,1 once (28 g),44 cal,183 kJ
Cakes & Pies,Tarte aux pommes,100g,237 cal,995 kJ,1 part (125 g),296 cal,1244 kJ,1 once (28 g),66 cal,279 kJ
Cakes & Pies,Strudel à la pomme,100g,274 cal,1151 kJ,1 part (71 g),195 cal,817 kJ,1 once (28 g),77 cal,322 kJ
Cakes & Pies,Gâteau à la compote de pommes,100g,358 cal,1504 kJ,1 part (62 g),222 cal,932 kJ,1 once (28 g),100 cal,421 kJ
Cakes & Pies,Tarte au bakewell,100g,430 cal,1806 kJ,1 part (59 g),254 cal,1066 kJ,1 once (28 g),120 cal,506 kJ
Cakes & Pies,Tarte au banoffee,100g,395 cal,1659 kJ,1 portion (100 g),395 cal,1659 kJ,1 once (28 g),111 cal,465 kJ
Cakes & Pies,Gâteau d'anniversaire,100g,465 cal,1953 kJ,1 part (85 g),395 cal,1660 kJ,1 once (28 g),130 cal,547 kJ
Cakes & Pies,Biscuit noir et blanc,100g,381 cal,1600 kJ,1 cookie (113 g),431 cal,1808 kJ,1 once (28 g),107 cal,448 kJ
Cakes & Pies,Gâteau de la forêt noire,100g,264 cal,1109 kJ,1 part (107 g),282 cal,1187 kJ,1 once (28 g),74 cal,311 kJ
Cakes & Pies,Tourtes aux myrtilles,100g,234 cal,983 kJ,1 part (100 g),234 cal,983 kJ,1 once (28 g),66 cal,275 kJ
Cakes & Pies,Muffin aux myrtilles,100g,377 cal,1583 kJ,1 muffin (57 g),215 cal,902 kJ,1 once (28 g),106 cal,443 kJ
Cakes & Pies,Tarte aux myrtilles,100g,232 cal,974 kJ,1 part (125 g),290 cal,1218 kJ,1 once (28 g),65 cal,273 kJ
Cakes & Pies,Gâteau Bundt,100g,370 cal,1554 kJ,1 part (91 g),337 cal,1414 kJ,1 once (28 g),104 cal,435 kJ
Cakes & Pies,Tarte au babeurre,100g,380 cal,1596 kJ,1 part (144 g),547 cal,2298 kJ,1 once (28 g),106 cal,447 kJ
Cakes & Pies,Gâteau au caramel,100g,475 cal,1995 kJ,1 part (64 g),304 cal,1277 kJ,1 once (28 g),133 cal,559 kJ
Cakes & Pies,Gâteau aux carottes,100g,408 cal,1714 kJ,1 part (133 g),543 cal,2280 kJ,1 once (28 g),114 cal,480 kJ
Cakes & Pies,Gâteau au fromage,100g,321 cal,1348 kJ,1 part (80 g),257 cal,1078 kJ,1 once (28 g),90 cal,377 kJ
Cakes & Pies,Tarte aux cerises,100g,260 cal,1092 kJ,1 part (125 g),325 cal,1365 kJ,1 once (28 g),73 cal,306 kJ
Cakes & Pies,Tarte aux échecs,100g,411 cal,1726 kJ,1 part (89 g),366 cal,1536 kJ,1 once (28 g),115 cal,483 kJ
Cakes & Pies,Gâteau au chocolat,100g,389 cal,1634 kJ,1 part (138 g),537 cal,2255 kJ,1 once (28 g),109 cal,458 kJ
Cakes & Pies,Tarte à la crème au chocolat,100g,304 cal,1277 kJ,1 part (99 g),301 cal,1264 kJ,1 once (28 g),85 cal,358 kJ
Cakes & Pies,Gâteau mousse au chocolat,100g,260 cal,1092 kJ,1 part (95 g),247 cal,1037 kJ,1 once (28 g),73 cal,306 kJ
Cakes & Pies,Tarte à la mousse de chocolat,100g,260 cal,1092 kJ,1 part (95 g),247 cal,1037 kJ,1 once (28 g),73 cal,306 kJ
Cakes & Pies,Muffins au chocolat,100g,420 cal,1764 kJ,1 muffin (100 g),420 cal,1764 kJ,1 once (28 g),118 cal,494 kJ
Cakes & Pies,Gâteau à la noix de coco,100g,356 cal,1495 kJ,1 part (66 g),235 cal,987 kJ,1 once (28 g),100 cal,419 kJ
Cakes & Pies,Gâteau au café,100g,331 cal,1390 kJ,1 part (90 g),298 cal,1251 kJ,1 once (28 g),93 cal,389 kJ
Cakes & Pies,Crème feuilletée,100g,334 cal,1403 kJ,1 cream puff (130 g),434 cal,1824 kJ,1 once (28 g),94 cal,393 kJ
Cakes & Pies,Gâteau aux miettes,100g,441 cal,1852 kJ,1 part (57 g),251 cal,1056 kJ,1 once (28 g),123 cal,519 kJ
Cakes & Pies,Gâteau,100g,305 cal,1281 kJ,1 cupcake (43 g),131 cal,551 kJ,1 once (28 g),85 cal,359 kJ
Cakes & Pies,Pâtisserie danoise,100g,374 cal,1571 kJ,1 pastry (71 g),266 cal,1115 kJ,1 once (28 g),105 cal,440 kJ
Cakes & Pies,Beignet,100g,403 cal,1693 kJ,1 donut (60 g),242 cal,1016 kJ,1 once (28 g),113 cal,474 kJ
Cakes & Pies,Flan,100g,145 cal,609 kJ,1/2 tasse (153 g),222 cal,932 kJ,1 once (28 g),41 cal,171 kJ
Cakes & Pies,Gâteau au chocolat sans farine,100g,509 cal,2138 kJ,1 part (80 g),407 cal,1710 kJ,1 once (28 g),143 cal,599 kJ
Cakes & Pies,Cruller français,100g,412 cal,1730 kJ,1 cruller (41 g),169 cal,709 kJ,1 once (28 g),115 cal,484 kJ
Cakes & Pies,Gâteau aux fruits,100g,324 cal,1361 kJ,1 part (43 g),139 cal,585 kJ,1 once (28 g),91 cal,381 kJ
Cakes & Pies,Gâteau entonnoir,100g,307 cal,1289 kJ,1 gâteau (90 g),276 cal,1160 kJ,1 once (28 g),86 cal,361 kJ
Cakes & Pies,Gâteau au chocolat allemand,100g,370 cal,1554 kJ,1 part (110 g),407 cal,1709 kJ,1 once (28 g),104 cal,435 kJ
Cakes & Pies,Pain d'épice,100g,356 cal,1495 kJ,1 part (74 g),263 cal,1106 kJ,1 once (28 g),100 cal,419 kJ
Cakes & Pies,Gâteau à la crème glacée,100g,200 cal,840 kJ,1 part (120 g),240 cal,1008 kJ,1 once (28 g),56 cal,235 kJ
Cakes & Pies,Tarte au citron vert,100g,359 cal,1508 kJ,1 part (80 g),287 cal,1206 kJ,1 once (28 g),101 cal,422 kJ
Cakes & Pies,Galette des roi,100g,377 cal,1583 kJ,1 part (91 g),343 cal,1441 kJ,1 once (28 g),106 cal,443 kJ
Cakes & Pies,Gâteau à plusieurs couches,100g,402 cal,1688 kJ,1 part (107 g),430 cal,1806 kJ,1 once (28 g),113 cal,473 kJ
Cakes & Pies,Gâteau au citron,100g,352 cal,1478 kJ,1 part (66 g),232 cal,975 kJ,1 once (28 g),99 cal,414 kJ
Cakes & Pies,Tarte au citron meringuée,100g,268 cal,1126 kJ,1 part (113 g),303 cal,1272 kJ,1 once (28 g),75 cal,315 kJ
Cakes & Pies,Gâteau au madère,100g,394 cal,1655 kJ,1 part (50 g),197 cal,828 kJ,1 once (28 g),110 cal,463 kJ
Cakes & Pies,Gâteau marbré,100g,339 cal,1424 kJ,1 part (109 g),370 cal,1552 kJ,1 once (28 g),95 cal,399 kJ
Cakes & Pies,Meringue,100g,285 cal,1197 kJ,1 part (127 g),362 cal,1520 kJ,1 once (28 g),80 cal,335 kJ
Cakes & Pies,Gâteau opéra,100g,320 cal,1344 kJ,1 part (25 g),80 cal,336 kJ,1 once (28 g),90 cal,376 kJ
Cakes & Pies,Packzi,100g,336 cal,1411 kJ,1 paczki (85 g),286 cal,1199 kJ,1 once (28 g),94 cal,395 kJ
Cakes & Pies,Pancake,100g,227 cal,953 kJ,1 pancake (38 g),86 cal,362 kJ,1 once (28 g),64 cal,267 kJ
Cakes & Pies,Panettone,100g,360 cal,1512 kJ,1 part (50 g),180 cal,756 kJ,1 once (28 g),101 cal,423 kJ
Cakes & Pies,Pavlova,100g,294 cal,1235 kJ,1 portion (65 g),191 cal,803 kJ,1 once (28 g),82 cal,346 kJ
Cakes & Pies,Tourte à la pêche,100g,65 cal,273 kJ,1 c. à soupe (15 g),10 cal,41 kJ,1 once (28 g),18 cal,76 kJ
Cakes & Pies,Tarte aux pêches,100g,223 cal,937 kJ,1 part (117 g),261 cal,1096 kJ,1 once (28 g),62 cal,262 kJ
Cakes & Pies,Tarte aux noix de pécan,100g,407 cal,1709 kJ,1 part (133 g),541 cal,2273 kJ,1 once (28 g),114 cal,479 kJ
Cakes & Pies,Gâteau renversé à l'ananas,100g,319 cal,1340 kJ,1 part (115 g),367 cal,1541 kJ,1 once (28 g),89 cal,375 kJ
Cakes & Pies,Gâteau aux prunes,100g,109 cal,458 kJ,1 part (150 g),164 cal,687 kJ,1 once (28 g),31 cal,128 kJ
Cakes & Pies,Gâteau aux graines de pavot,100g,394 cal,1655 kJ,1 part (90 g),355 cal,1490 kJ,1 once (28 g),110 cal,463 kJ
Cakes & Pies,Gâteau quatre-quarts,100g,390 cal,1638 kJ,1 portion (55 g),215 cal,901 kJ,1 once (28 g),109 cal,459 kJ
Cakes & Pies,Profiterole,100g,334 cal,1403 kJ,1 portion (113 g),377 cal,1585 kJ,1 once (28 g),94 cal,393 kJ
Cakes & Pies,Pâte feuilletée,100g,558 cal,2344 kJ,1 feuille (245 g),1367 cal,5743 kJ,1 once (28 g),156 cal,656 kJ
Cakes & Pies,Pain à la citrouille,100g,298 cal,1252 kJ,1 part (60 g),179 cal,751 kJ,1 once (28 g),83 cal,351 kJ
Cakes & Pies,Gâteau au fromage à la citrouille,100g,340 cal,1428 kJ,1 part (100 g),340 cal,1428 kJ,1 once (28 g),95 cal,400 kJ
Cakes & Pies,Tarte à la citrouille,100g,243 cal,1021 kJ,1 part (133 g),323 cal,1358 kJ,1 once (28 g),68 cal,286 kJ
Cakes & Pies,Tarte à la framboise,100g,240 cal,1008 kJ,1 part (137 g),329 cal,1381 kJ,1 once (28 g),67 cal,282 kJ
Cakes & Pies,Gâteau red velvet,100g,367 cal,1541 kJ,1 part (80 g),294 cal,1233 kJ,1 once (28 g),103 cal,431 kJ
Cakes & Pies,Tarte à la rhubarbe,100g,245 cal,1029 kJ,1 part (137 g),336 cal,1410 kJ,1 once (28 g),69 cal,288 kJ
Cakes & Pies,Gâteau au rhum,100g,351 cal,1474 kJ,1 part (57 g),200 cal,840 kJ,1 once (28 g),98 cal,413 kJ
Cakes & Pies,Gâteau Sacher,100g,352 cal,1478 kJ,1 part (125 g),440 cal,1848 kJ,1 once (28 g),99 cal,414 kJ
Cakes & Pies,Gâteau sponge cake,100g,289 cal,1214 kJ,1 part (38 g),110 cal,461 kJ,1 once (28 g),81 cal,340 kJ
Cakes & Pies,Cheesecake à la fraise,100g,327 cal,1373 kJ,1 part (61 g),199 cal,838 kJ,1 once (28 g),92 cal,384 kJ
Cakes & Pies,Tarte aux fraises,100g,230 cal,966 kJ,1 part (167 g),384 cal,1613 kJ,1 once (28 g),64 cal,270 kJ
Cakes & Pies,Tarte aux fraises et à la rhubarbe,100g,281 cal,1180 kJ,1 part (150 g),422 cal,1770 kJ,1 once (28 g),79 cal,330 kJ
Cakes & Pies,Tarte à la patate douce,100g,260 cal,1092 kJ,1 part (131 g),341 cal,1431 kJ,1 once (28 g),73 cal,306 kJ
Cakes & Pies,Swiss Roll,100g,439 cal,1844 kJ,1 gâteau (31 g),136 cal,572 kJ,1 once (28 g),123 cal,516 kJ
Cakes & Pies,Tarte Tatin,100g,210 cal,882 kJ,1 part (100 g),210 cal,882 kJ,1 once (28 g),59 cal,247 kJ
Cakes & Pies,Tiramisu,100g,283 cal,1189 kJ,1 portion (174 g),492 cal,2069 kJ,1 once (28 g),79 cal,333 kJ
Cakes & Pies,Gâteau Tiramisu,100g,291 cal,1222 kJ,1 part (108 g),314 cal,1320 kJ,1 once (28 g),81 cal,342 kJ
Cakes & Pies,Tarte à la mélasse,100g,369 cal,1550 kJ,1 portion (100 g),369 cal,1550 kJ,1 once (28 g),103 cal,434 kJ
Cakes & Pies,Bagatelle,100g,180 cal,756 kJ,1 portion (100 g),180 cal,756 kJ,1 once (28 g),50 cal,212 kJ
Cakes & Pies,gaufres,100g,312 cal,1310 kJ,1 waffle (33 g),103 cal,432 kJ,1 once (28 g),87 cal,367 kJ
Cakes & Pies,Gâteau de mariage,100g,381 cal,1600 kJ,1 part (109 g),415 cal,1744 kJ,1 once (28 g),107 cal,448 kJ
Candy & Sweets,3 Mousquetaires,100g,400 cal,1680 kJ,1 barre (60 g),240 cal,1008 kJ,1 once (28 g),112 cal,470 kJ
Candy & Sweets,Roca aux amandes,100g,571 cal,2398 kJ,3 unités (35 g),200 cal,839 kJ,1 once (28 g),160 cal,671 kJ
Candy & Sweets,Délice des anges,100g,451 cal,1894 kJ,1 sachet (59 g),266 cal,1117 kJ,1 once (28 g),126 cal,530 kJ
Candy & Sweets,Biscuit d'animaux,100g,446 cal,1873 kJ,10 crackers (19 g),85 cal,356 kJ,1 once (28 g),125 cal,524 kJ
Candy & Sweets,Pomme d'amour,100g,152 cal,638 kJ,1 pomme (141 g),214 cal,900 kJ,1 once (28 g),43 cal,179 kJ
Candy & Sweets,Canne à sucre,100g,423 cal,1777 kJ,1 part (14 g),59 cal,249 kJ,1 once (28 g),118 cal,498 kJ
Candy & Sweets,Cannes à sucre,100g,423 cal,1777 kJ,1 part (14 g),59 cal,249 kJ,1 once (28 g),118 cal,498 kJ
Candy & Sweets,Maïs en bonbons,100g,360 cal,1512 kJ,20 unités (41 g),148 cal,620 kJ,1 once (28 g),101 cal,423 kJ
Candy & Sweets,Barbe à papa,100g,400 cal,1680 kJ,1 sachet (10 g),40 cal,168 kJ,1 once (28 g),112 cal,470 kJ
Candy & Sweets,Popcorn au caramel,100g,376 cal,1579 kJ,1 tasse (43 g),162 cal,679 kJ,1 once (28 g),105 cal,442 kJ
Candy & Sweets,Carrés au caramel,100g,367 cal,1541 kJ,1 carré (10 g),37 cal,154 kJ,1 once (28 g),103 cal,431 kJ
Candy & Sweets,Célébrations,100g,490 cal,2058 kJ,1 part (9 g),44 cal,185 kJ,1 once (28 g),137 cal,576 kJ
Candy & Sweets,Cheez-It's,100g,533 cal,2239 kJ,20 crackers (22 g),117 cal,493 kJ,1 once (28 g),149 cal,627 kJ
Candy & Sweets,Chocolat,100g,529 cal,2222 kJ,1 part (7 g),37 cal,156 kJ,1 once (28 g),148 cal,622 kJ
Candy & Sweets,Barre chocolatée,100g,533 cal,2239 kJ,1 barre (45 g),240 cal,1008 kJ,1 once (28 g),149 cal,627 kJ
Candy & Sweets,Pépites de chocolat,100g,493 cal,2071 kJ,1 c. à soupe (14 g),69 cal,290 kJ,1 once (28 g),138 cal,580 kJ
